Ship,Class,Type,Engineering,Experimental,ShieldStrength,RegenRate,ExpRes,KinRes,ThermRes
Cobra Mk III,4,Normal,Thermal resistant,Fast Charge,124.0103,1.15,0.5075,0.7308,0.609
Cobra Mk III,4,Normal,Thermal resistant,Force Block,120.29,1,0.5,0.6624,0.6
Cobra Mk III,4,Normal,Thermal resistant,Hi-Cap,131.4509,1,0.5,0.72,0.6
Cobra Mk III,4,Normal,Thermal resistant,Thermo Block,120.29,1,0.5,0.72,0.552
Cobra Mk III,4,Normal,Thermal resistant,Multi-weave,124.0103,1,0.485,0.6984,0.582
Cobra Mk III,4,Normal,Kinetic resistant,Fast Charge,124.0103,1.15,0.5075,0.3045,1.4007
Cobra Mk III,4,Normal,Kinetic resistant,Force Block,120.29,1,0.5,0.276,1.38
Cobra Mk III,4,Normal,Kinetic resistant,Hi-Cap,131.4509,1,0.5,0.3,1.38
Cobra Mk III,4,Normal,Kinetic resistant,Thermo Block,120.29,1,0.5,0.3,1.2696
Cobra Mk III,4,Normal,Kinetic resistant,Multi-weave,124.0103,1,0.485,0.291,1.3386
Cobra Mk III,4,Prismatic,Reinforced,Fast Charge,204.2542,1.15,0.4238,0.5085,1.017
Cobra Mk III,4,Prismatic,Reinforced,Force Block,198.1266,1,0.4175,0.4609,1.002
Cobra Mk III,4,Prismatic,Reinforced,Hi-Cap,216.5094,1,0.4175,0.501,1.002
Cobra Mk III,4,Prismatic,Reinforced,Thermo Block,198.1266,1,0.4175,0.501,0.9218
Cobra Mk III,4,Prismatic,Reinforced,Multi-weave,204.2542,1,0.405,0.486,0.9719
Cobra Mk III,4,Prismatic,Thermal resistant,Fast Charge,148.0103,1.15,0.5075,0.7308,0.609
Cobra Mk III,4,Prismatic,Thermal resistant,Force Block,143.57,1,0.5,0.6624,0.6
Cobra Mk III,4,Prismatic,Thermal resistant,Hi-Cap,156.8909,1,0.5,0.72,0.6
Cobra Mk III,4,Prismatic,Thermal resistant,Thermo Block,143.57,1,0.5,0.72,0.552
Cobra Mk III,4,Prismatic,Thermal resistant,Multi-weave,148.0103,1,0.485,0.6984,0.582
Cobra Mk III,4,Prismatic,Kinetic resistant,Fast Charge,148.0103,1.15,0.5075,0.3045,1.4007
Cobra Mk III,4,Prismatic,Kinetic resistant,Force Block,143.57,1,0.5,0.276,1.38
Cobra Mk III,4,Prismatic,Kinetic resistant,Hi-Cap,156.8909,1,0.5,0.3,1.38
Cobra Mk III,4,Prismatic,Kinetic resistant,Thermo Block,143.57,1,0.5,0.3,1.2696
Cobra Mk III,4,Prismatic,Kinetic resistant,Multi-weave,148.0103,1,0.485,0.291,1.3386
Cobra Mk IV,3,Bi-Weave,Reinforced,Fast Charge,117.1775,2.07,0.4238,0.5085,1.017
Cobra Mk IV,3,Bi-Weave,Reinforced,Force Block,113.6574,1.8,0.4175,0.4609,1.002
Cobra Mk IV,3,Bi-Weave,Reinforced,Hi-Cap,124.2057,1.8,0.4175,0.501,1.002
Cobra Mk IV,3,Bi-Weave,Reinforced,Thermo Block,113.6574,1.8,0.4175,0.501,0.9218
Cobra Mk IV,3,Bi-Weave,Reinforced,Multi-weave,117.1775,1.8,0.405,0.486,0.9719
Cobra Mk IV,3,Bi-Weave,Thermal resistant,Fast Charge,84.9112,2.07,0.5075,0.7308,0.609
Cobra Mk IV,3,Bi-Weave,Thermal resistant,Force Block,82.3639,1.8,0.5,0.6624,0.6
Cobra Mk IV,3,Bi-Weave,Thermal resistant,Hi-Cap,90.0059,1.8,0.5,0.72,0.6
Cobra Mk IV,3,Bi-Weave,Thermal resistant,Thermo Block,82.3639,1.8,0.5,0.72,0.552
Cobra Mk IV,3,Bi-Weave,Thermal resistant,Multi-weave,84.9112,1.8,0.485,0.6984,0.582
Cobra Mk IV,3,Bi-Weave,Kinetic resistant,Fast Charge,84.9112,2.07,0.5075,0.3045,1.4007
Cobra Mk IV,3,Bi-Weave,Kinetic resistant,Force Block,82.3639,1.8,0.5,0.276,1.38
Cobra Mk IV,3,Bi-Weave,Kinetic resistant,Hi-Cap,90.0059,1.8,0.5,0.3,1.38
Cobra Mk IV,3,Bi-Weave,Kinetic resistant,Thermo Block,82.3639,1.8,0.5,0.3,1.2696
Cobra Mk IV,3,Bi-Weave,Kinetic resistant,Multi-weave,84.9112,1.8,0.485,0.291,1.3386
Cobra Mk IV,3,Normal,Reinforced,Fast Charge,166.8575,1.15,0.4238,0.5085,1.017
Cobra Mk IV,3,Normal,Reinforced,Force Block,161.8494,1,0.4175,0.4609,1.002
Cobra Mk IV,3,Normal,Reinforced,Hi-Cap,176.8737,1,0.4175,0.501,1.002
Cobra Mk IV,3,Normal,Reinforced,Thermo Block,161.8494,1,0.4175,0.501,0.9218
Cobra Mk IV,3,Normal,Reinforced,Multi-weave,166.8575,1,0.405,0.486,0.9719
Cobra Mk IV,3,Normal,Thermal resistant,Fast Charge,120.9112,1.15,0.5075,0.7308,0.609
Cobra Mk IV,3,Normal,Thermal resistant,Force Block,117.2839,1,0.5,0.6624,0.6
Cobra Mk IV,3,Normal,Thermal resistant,Hi-Cap,128.1659,1,0.5,0.72,0.6
Cobra Mk IV,3,Normal,Thermal resistant,Thermo Block,117.2839,1,0.5,0.72,0.552
Cobra Mk IV,3,Normal,Thermal resistant,Multi-weave,120.9112,1,0.485,0.6984,0.582
Cobra Mk IV,3,Normal,Kinetic resistant,Fast Charge,120.9112,1.15,0.5075,0.3045,1.4007
Cobra Mk IV,3,Normal,Kinetic resistant,Force Block,117.2839,1,0.5,0.276,1.38
Cobra Mk IV,3,Normal,Kinetic resistant,Hi-Cap,128.1659,1,0.5,0.3,1.38
Cobra Mk IV,3,Normal,Kinetic resistant,Thermo Block,117.2839,1,0.5,0.3,1.2696
Cobra Mk IV,3,Normal,Kinetic resistant,Multi-weave,120.9112,1,0.485,0.291,1.3386
Cobra Mk IV,3,Prismatic,Reinforced,Fast Charge,216.5375,1.15,0.4238,0.5085,1.017
Cobra Mk IV,3,Prismatic,Reinforced,Force Block,210.0414,1,0.4175,0.4609,1.002
Cobra Mk IV,3,Prismatic,Reinforced,Hi-Cap,229.5297,1,0.4175,0.501,1.002
Cobra Mk IV,3,Prismatic,Reinforced,Thermo Block,210.0414,1,0.4175,0.501,0.9218
Cobra Mk IV,3,Prismatic,Reinforced,Multi-weave,216.5375,1,0.405,0.486,0.9719
Cobra Mk IV,3,Prismatic,Thermal resistant,Fast Charge,156.9112,1.15,0.5075,0.7308,0.609
Cobra Mk IV,3,Prismatic,Thermal resistant,Force Block,152.2039,1,0.5,0.6624,0.6
Cobra Mk IV,3,Prismatic,Thermal resistant,Hi-Cap,166.3259,1,0.5,0.72,0.6
Cobra Mk IV,3,Prismatic,Thermal resistant,Thermo Block,152.2039,1,0.5,0.72,0.552
Cobra Mk IV,3,Prismatic,Thermal resistant,Multi-weave,156.9112,1,0.485,0.6984,0.582
Cobra Mk IV,3,Prismatic,Kinetic resistant,Fast Charge,156.9112,1.15,0.5075,0.3045,1.4007
Cobra Mk IV,3,Prismatic,Kinetic resistant,Force Block,152.2039,1,0.5,0.276,1.38
Cobra Mk IV,3,Prismatic,Kinetic resistant,Hi-Cap,166.3259,1,0.5,0.3,1.38
Cobra Mk IV,3,Prismatic,Kinetic resistant,Thermo Block,152.2039,1,0.5,0.3,1.2696
Cobra Mk IV,3,Prismatic,Kinetic resistant,Multi-weave,156.9112,1,0.485,0.291,1.3386
Cobra Mk IV,4,Bi-Weave,Reinforced,Fast Charge,188.611,2.07,0.4238,0.5085,1.017
Cobra Mk IV,4,Bi-Weave,Reinforced,Force Block,182.9478,1.8,0.4175,0.4609,1.002
Cobra Mk IV,4,Bi-Weave,Reinforced,Hi-Cap,199.9252,1.8,0.4175,0.501,1.002
Cobra Mk IV,4,Bi-Weave,Reinforced,Thermo Block,182.9478,1.8,0.4175,0.501,0.9218
Cobra Mk IV,4,Bi-Weave,Reinforced,Multi-weave,188.611,1.8,0.405,0.486,0.9719
Cobra Mk IV,4,Bi-Weave,Thermal resistant,Fast Charge,136.6746,2.07,0.5075,0.7308,0.609
Cobra Mk IV,4,Bi-Weave,Thermal resistant,Force Block,132.5744,1.8,0.5,0.6624,0.6
Cobra Mk IV,4,Bi-Weave,Thermal resistant,Hi-Cap,144.8751,1.8,0.5,0.72,0.6
Cobra Mk IV,4,Bi-Weave,Thermal resistant,Thermo Block,132.5744,1.8,0.5,0.72,0.552
Cobra Mk IV,4,Bi-Weave,Thermal resistant,Multi-weave,136.6746,1.8,0.485,0.6984,0.582
Cobra Mk IV,4,Bi-Weave,Kinetic resistant,Fast Charge,136.6746,2.07,0.5075,0.3045,1.4007
Cobra Mk IV,4,Bi-Weave,Kinetic resistant,Force Block,132.5744,1.8,0.5,0.276,1.38
Cobra Mk IV,4,Bi-Weave,Kinetic resistant,Hi-Cap,144.8751,1.8,0.5,0.3,1.38
Cobra Mk IV,4,Bi-Weave,Kinetic resistant,Thermo Block,132.5744,1.8,0.5,0.3,1.2696
Cobra Mk IV,4,Bi-Weave,Kinetic resistant,Multi-weave,136.6746,1.8,0.485,0.291,1.3386
Cobra Mk IV,4,Normal,Reinforced,Fast Charge,238.291,1.15,0.4238,0.5085,1.017
Cobra Mk IV,4,Normal,Reinforced,Force Block,231.1398,1,0.4175,0.4609,1.002
Cobra Mk IV,4,Normal,Reinforced,Hi-Cap,252.5932,1,0.4175,0.501,1.002
Cobra Mk IV,4,Normal,Reinforced,Thermo Block,231.1398,1,0.4175,0.501,0.9218
Cobra Mk IV,4,Normal,Reinforced,Multi-weave,238.291,1,0.405,0.486,0.9719
Cobra Mk IV,4,Normal,Thermal resistant,Fast Charge,172.6746,1.15,0.5075,0.7308,0.609
Cobra Mk IV,4,Normal,Thermal resistant,Force Block,167.4944,1,0.5,0.6624,0.6
Cobra Mk IV,4,Normal,Thermal resistant,Hi-Cap,183.0351,1,0.5,0.72,0.6
Cobra Mk IV,4,Normal,Thermal resistant,Thermo Block,167.4944,1,0.5,0.72,0.552
Cobra Mk IV,4,Normal,Thermal resistant,Multi-weave,172.6746,1,0.485,0.6984,0.582
Cobra Mk IV,4,Normal,Kinetic resistant,Fast Charge,172.6746,1.15,0.5075,0.3045,1.4007
Cobra Mk IV,4,Normal,Kinetic resistant,Force Block,167.4944,1,0.5,0.276,1.38
Cobra Mk IV,4,Normal,Kinetic resistant,Hi-Cap,183.0351,1,0.5,0.3,1.38
Cobra Mk IV,4,Normal,Kinetic resistant,Thermo Block,167.4944,1,0.5,0.3,1.2696
Cobra Mk IV,4,Normal,Kinetic resistant,Multi-weave,172.6746,1,0.485,0.291,1.3386
Cobra Mk IV,4,Prismatic,Reinforced,Fast Charge,287.971,1.15,0.4238,0.5085,1.017
Cobra Mk IV,4,Prismatic,Reinforced,Force Block,279.3318,1,0.4175,0.4609,1.002
Cobra Mk IV,4,Prismatic,Reinforced,Hi-Cap,305.2492,1,0.4175,0.501,1.002
Cobra Mk IV,4,Prismatic,Reinforced,Thermo Block,279.3318,1,0.4175,0.501,0.9218
Cobra Mk IV,4,Prismatic,Reinforced,Multi-weave,287.971,1,0.405,0.486,0.9719
Cobra Mk IV,4,Prismatic,Thermal resistant,Fast Charge,208.6746,1.15,0.5075,0.7308,0.609
Cobra Mk IV,4,Prismatic,Thermal resistant,Force Block,202.4144,1,0.5,0.6624,0.6
Cobra Mk IV,4,Prismatic,Thermal resistant,Hi-Cap,221.1951,1,0.5,0.72,0.6
Cobra Mk IV,4,Prismatic,Thermal resistant,Thermo Block,202.4144,1,0.5,0.72,0.552
Cobra Mk IV,4,Prismatic,Thermal resistant,Multi-weave,208.6746,1,0.485,0.6984,0.582
Cobra Mk IV,4,Prismatic,Kinetic resistant,Fast Charge,208.6746,1.15,0.5075,0.3045,1.4007
Cobra Mk IV,4,Prismatic,Kinetic resistant,Force Block,202.4144,1,0.5,0.276,1.38
Cobra Mk IV,4,Prismatic,Kinetic resistant,Hi-Cap,221.1951,1,0.5,0.3,1.38
Cobra Mk IV,4,Prismatic,Kinetic resistant,Thermo Block,202.4144,1,0.5,0.3,1.2696
Cobra Mk IV,4,Prismatic,Kinetic resistant,Multi-weave,208.6746,1,0.485,0.291,1.3386
Diamondback Explorer,3,Bi-Weave,Reinforced,Fast Charge,114.8604,2.07,0.4238,0.5085,1.017
Diamondback Explorer,3,Bi-Weave,Reinforced,Force Block,111.4086,1.8,0.4175,0.4609,1.002
Diamondback Explorer,3,Bi-Weave,Reinforced,Hi-Cap,121.749,1.8,0.4175,0.501,1.002
Diamondback Explorer,3,Bi-Weave,Reinforced,Thermo Block,111.4086,1.8,0.4175,0.501,0.9218
Diamondback Explorer,3,Bi-Weave,Reinforced,Multi-weave,114.8604,1.8,0.405,0.486,0.9719
Diamondback Explorer,3,Bi-Weave,Thermal resistant,Fast Charge,83.2322,2.07,0.5075,0.7308,0.609
Diamondback Explorer,3,Bi-Weave,Thermal resistant,Force Block,80.7352,1.8,0.5,0.6624,0.6
Diamondback Explorer,3,Bi-Weave,Thermal resistant,Hi-Cap,88.2261,1.8,0.5,0.72,0.6
Diamondback Explorer,3,Bi-Weave,Thermal resistant,Thermo Block,80.7352,1.8,0.5,0.72,0.552
Diamondback Explorer,3,Bi-Weave,Thermal resistant,Multi-weave,83.2322,1.8,0.485,0.6984,0.582
Diamondback Explorer,3,Bi-Weave,Kinetic resistant,Fast Charge,83.2322,2.07,0.5075,0.3045,1.4007
Diamondback Explorer,3,Bi-Weave,Kinetic resistant,Force Block,80.7352,1.8,0.5,0.276,1.38
Diamondback Explorer,3,Bi-Weave,Kinetic resistant,Hi-Cap,88.2261,1.8,0.5,0.3,1.38
Diamondback Explorer,3,Bi-Weave,Kinetic resistant,Thermo Block,80.7352,1.8,0.5,0.3,1.2696
Diamondback Explorer,3,Bi-Weave,Kinetic resistant,Multi-weave,83.2322,1.8,0.485,0.291,1.3386
Diamondback Explorer,3,Normal,Reinforced,Fast Charge,176.9604,1.15,0.4238,0.5085,1.017
Diamondback Explorer,3,Normal,Reinforced,Force Block,171.6486,1,0.4175,0.4609,1.002
Diamondback Explorer,3,Normal,Reinforced,Hi-Cap,187.584,1,0.4175,0.501,1.002
Diamondback Explorer,3,Normal,Reinforced,Thermo Block,171.6486,1,0.4175,0.501,0.9218
Diamondback Explorer,3,Normal,Reinforced,Multi-weave,176.9604,1,0.405,0.486,0.9719
Diamondback Explorer,3,Normal,Thermal resistant,Fast Charge,128.2322,1.15,0.5075,0.7308,0.609
Diamondback Explorer,3,Normal,Thermal resistant,Force Block,124.3852,1,0.5,0.6624,0.6
Diamondback Explorer,3,Normal,Thermal resistant,Hi-Cap,135.9261,1,0.5,0.72,0.6
Diamondback Explorer,3,Normal,Thermal resistant,Thermo Block,124.3852,1,0.5,0.72,0.552
Diamondback Explorer,3,Normal,Thermal resistant,Multi-weave,128.2322,1,0.485,0.6984,0.582
Diamondback Explorer,3,Normal,Kinetic resistant,Fast Charge,128.2322,1.15,0.5075,0.3045,1.4007
Diamondback Explorer,3,Normal,Kinetic resistant,Force Block,124.3852,1,0.5,0.276,1.38
Diamondback Explorer,3,Normal,Kinetic resistant,Hi-Cap,135.9261,1,0.5,0.3,1.38
Diamondback Explorer,3,Normal,Kinetic resistant,Thermo Block,124.3852,1,0.5,0.3,1.2696
Diamondback Explorer,3,Normal,Kinetic resistant,Multi-weave,128.2322,1,0.485,0.291,1.3386
Diamondback Explorer,3,Prismatic,Reinforced,Fast Charge,239.0604,1.15,0.4238,0.5085,1.017
Diamondback Explorer,3,Prismatic,Reinforced,Force Block,231.8886,1,0.4175,0.4609,1.002
Diamondback Explorer,3,Prismatic,Reinforced,Hi-Cap,253.404,1,0.4175,0.501,1.002
Diamondback Explorer,3,Prismatic,Reinforced,Thermo Block,231.8886,1,0.4175,0.501,0.9218
Diamondback Explorer,3,Prismatic,Reinforced,Multi-weave,239.0604,1,0.405,0.486,0.9719
Diamondback Explorer,3,Prismatic,Thermal resistant,Fast Charge,173.2322,1.15,0.5075,0.7308,0.609
Diamondback Explorer,3,Prismatic,Thermal resistant,Force Block,168.0352,1,0.5,0.6624,0.6
Diamondback Explorer,3,Prismatic,Thermal resistant,Hi-Cap,183.6261,1,0.5,0.72,0.6
Diamondback Explorer,3,Prismatic,Thermal resistant,Thermo Block,168.0352,1,0.5,0.72,0.552
Diamondback Explorer,3,Prismatic,Thermal resistant,Multi-weave,173.2322,1,0.485,0.6984,0.582
Diamondback Explorer,3,Prismatic,Kinetic resistant,Fast Charge,173.2322,1.15,0.5075,0.3045,1.4007
Diamondback Explorer,3,Prismatic,Kinetic resistant,Force Block,168.0352,1,0.5,0.276,1.38
Diamondback Explorer,3,Prismatic,Kinetic resistant,Hi-Cap,183.6261,1,0.5,0.3,1.38
Diamondback Explorer,3,Prismatic,Kinetic resistant,Thermo Block,168.0352,1,0.5,0.3,1.2696
Diamondback Explorer,3,Prismatic,Kinetic resistant,Multi-weave,173.2322,1,0.485,0.291,1.3386
Diamondback Explorer,4,Bi-Weave,Reinforced,Fast Charge,201.5369,2.07,0.4238,0.5085,1.017
Diamondback Explorer,4,Bi-Weave,Reinforced,Force Block,195.4848,1.8,0.4175,0.4609,1.002
Diamondback Explorer,4,Bi-Weave,Reinforced,Hi-Cap,213.6261,1.8,0.4175,0.501,1.002
Diamondback Explorer,4,Bi-Weave,Reinforced,Thermo Block,195.4848,1.8,0.4175,0.501,0.9218
Diamondback Explorer,4,Bi-Weave,Reinforced,Multi-weave,201.5369,1.8,0.405,0.486,0.9719
Diamondback Explorer,4,Bi-Weave,Thermal resistant,Fast Charge,146.0412,2.07,0.5075,0.7308,0.609
Diamondback Explorer,4,Bi-Weave,Thermal resistant,Force Block,141.66,1.8,0.5,0.6624,0.6
Diamondback Explorer,4,Bi-Weave,Thermal resistant,Hi-Cap,154.8037,1.8,0.5,0.72,0.6
Diamondback Explorer,4,Bi-Weave,Thermal resistant,Thermo Block,141.66,1.8,0.5,0.72,0.552
Diamondback Explorer,4,Bi-Weave,Thermal resistant,Multi-weave,146.0412,1.8,0.485,0.6984,0.582
Diamondback Explorer,4,Bi-Weave,Kinetic resistant,Fast Charge,146.0412,2.07,0.5075,0.3045,1.4007
Diamondback Explorer,4,Bi-Weave,Kinetic resistant,Force Block,141.66,1.8,0.5,0.276,1.38
Diamondback Explorer,4,Bi-Weave,Kinetic resistant,Hi-Cap,154.8037,1.8,0.5,0.3,1.38
Diamondback Explorer,4,Bi-Weave,Kinetic resistant,Thermo Block,141.66,1.8,0.5,0.3,1.2696
Diamondback Explorer,4,Bi-Weave,Kinetic resistant,Multi-weave,146.0412,1.8,0.485,0.291,1.3386
Diamondback Explorer,4,Normal,Reinforced,Fast Charge,263.6369,1.15,0.4238,0.5085,1.017
Diamondback Explorer,4,Normal,Reinforced,Force Block,255.7248,1,0.4175,0.4609,1.002
Diamondback Explorer,4,Normal,Reinforced,Hi-Cap,279.4611,1,0.4175,0.501,1.002
Diamondback Explorer,4,Normal,Reinforced,Thermo Block,255.7248,1,0.4175,0.501,0.9218
Diamondback Explorer,4,Normal,Reinforced,Multi-weave,263.6369,1,0.405,0.486,0.9719
Diamondback Explorer,4,Normal,Thermal resistant,Fast Charge,191.0412,1.15,0.5075,0.7308,0.609
Diamondback Explorer,4,Normal,Thermal resistant,Force Block,185.31,1,0.5,0.6624,0.6
Diamondback Explorer,4,Normal,Thermal resistant,Hi-Cap,202.5037,1,0.5,0.72,0.6
Diamondback Explorer,4,Normal,Thermal resistant,Thermo Block,185.31,1,0.5,0.72,0.552
Diamondback Explorer,4,Normal,Thermal resistant,Multi-weave,191.0412,1,0.485,0.6984,0.582
Diamondback Explorer,4,Normal,Kinetic resistant,Fast Charge,191.0412,1.15,0.5075,0.3045,1.4007
Diamondback Explorer,4,Normal,Kinetic resistant,Force Block,185.31,1,0.5,0.276,1.38
Diamondback Explorer,4,Normal,Kinetic resistant,Hi-Cap,202.5037,1,0.5,0.3,1.38
Diamondback Explorer,4,Normal,Kinetic resistant,Thermo Block,185.31,1,0.5,0.3,1.2696
Diamondback Explorer,4,Normal,Kinetic resistant,Multi-weave,191.0412,1,0.485,0.291,1.3386
Diamondback Explorer,4,Prismatic,Reinforced,Fast Charge,325.7369,1.15,0.4238,0.5085,1.017
Diamondback Explorer,4,Prismatic,Reinforced,Force Block,315.9648,1,0.4175,0.4609,1.002
Diamondback Explorer,4,Prismatic,Reinforced,Hi-Cap,345.2811,1,0.4175,0.501,1.002
Diamondback Explorer,4,Prismatic,Reinforced,Thermo Block,315.9648,1,0.4175,0.501,0.9218
Diamondback Explorer,4,Prismatic,Reinforced,Multi-weave,325.7369,1,0.405,0.486,0.9719
Diamondback Explorer,4,Prismatic,Thermal resistant,Fast Charge,236.0412,1.15,0.5075,0.7308,0.609
Diamondback Explorer,4,Prismatic,Thermal resistant,Force Block,228.96,1,0.5,0.6624,0.6
Diamondback Explorer,4,Prismatic,Thermal resistant,Hi-Cap,250.2037,1,0.5,0.72,0.6
Diamondback Explorer,4,Prismatic,Thermal resistant,Thermo Block,228.96,1,0.5,0.72,0.552
Diamondback Explorer,4,Prismatic,Thermal resistant,Multi-weave,236.0412,1,0.485,0.6984,0.582
Diamondback Explorer,4,Prismatic,Kinetic resistant,Fast Charge,236.0412,1.15,0.5075,0.3045,1.4007
Diamondback Explorer,4,Prismatic,Kinetic resistant,Force Block,228.96,1,0.5,0.276,1.38
Diamondback Explorer,4,Prismatic,Kinetic resistant,Hi-Cap,250.2037,1,0.5,0.3,1.38
Diamondback Explorer,4,Prismatic,Kinetic resistant,Thermo Block,228.96,1,0.5,0.3,1.2696
Diamondback Explorer,4,Prismatic,Kinetic resistant,Multi-weave,236.0412,1,0.485,0.291,1.3386
Diamondback Scout,3,Bi-Weave,Reinforced,Fast Charge,145.0475,2.07,0.4238,0.5085,1.017
Diamondback Scout,3,Bi-Weave,Reinforced,Force Block,140.6913,1.8,0.4175,0.4609,1.002
Diamondback Scout,3,Bi-Weave,Reinforced,Hi-Cap,153.7479,1.8,0.4175,0.501,1.002
Diamondback Scout,3,Bi-Weave,Reinforced,Thermo Block,140.6913,1.8,0.4175,0.501,0.9218
Diamondback Scout,3,Bi-Weave,Reinforced,Multi-weave,145.0475,1.8,0.405,0.486,0.9719
Diamondback Scout,3,Bi-Weave,Thermal resistant,Fast Charge,105.1069,2.07,0.5075,0.7308,0.609
Diamondback Scout,3,Bi-Weave,Thermal resistant,Force Block,101.9537,1.8,0.5,0.6624,0.6
Diamondback Scout,3,Bi-Weave,Thermal resistant,Hi-Cap,111.4133,1.8,0.5,0.72,0.6
Diamondback Scout,3,Bi-Weave,Thermal resistant,Thermo Block,101.9537,1.8,0.5,0.72,0.552
Diamondback Scout,3,Bi-Weave,Thermal resistant,Multi-weave,105.1069,1.8,0.485,0.6984,0.582
Diamondback Scout,3,Bi-Weave,Kinetic resistant,Fast Charge,105.1069,2.07,0.5075,0.3045,1.4007
Diamondback Scout,3,Bi-Weave,Kinetic resistant,Force Block,101.9537,1.8,0.5,0.276,1.38
Diamondback Scout,3,Bi-Weave,Kinetic resistant,Hi-Cap,111.4133,1.8,0.5,0.3,1.38
Diamondback Scout,3,Bi-Weave,Kinetic resistant,Thermo Block,101.9537,1.8,0.5,0.3,1.2696
Diamondback Scout,3,Bi-Weave,Kinetic resistant,Multi-weave,105.1069,1.8,0.485,0.291,1.3386
Diamondback Scout,3,Normal,Reinforced,Fast Charge,194.7275,1.15,0.4238,0.5085,1.017
Diamondback Scout,3,Normal,Reinforced,Force Block,188.8833,1,0.4175,0.4609,1.002
Diamondback Scout,3,Normal,Reinforced,Hi-Cap,206.4159,1,0.4175,0.501,1.002
Diamondback Scout,3,Normal,Reinforced,Thermo Block,188.8833,1,0.4175,0.501,0.9218
Diamondback Scout,3,Normal,Reinforced,Multi-weave,194.7275,1,0.405,0.486,0.9719
Diamondback Scout,3,Normal,Thermal resistant,Fast Charge,141.1069,1.15,0.5075,0.7308,0.609
Diamondback Scout,3,Normal,Thermal resistant,Force Block,136.8737,1,0.5,0.6624,0.6
Diamondback Scout,3,Normal,Thermal resistant,Hi-Cap,149.5733,1,0.5,0.72,0.6
Diamondback Scout,3,Normal,Thermal resistant,Thermo Block,136.8737,1,0.5,0.72,0.552
Diamondback Scout,3,Normal,Thermal resistant,Multi-weave,141.1069,1,0.485,0.6984,0.582
Diamondback Scout,3,Normal,Kinetic resistant,Fast Charge,141.1069,1.15,0.5075,0.3045,1.4007
Diamondback Scout,3,Normal,Kinetic resistant,Force Block,136.8737,1,0.5,0.276,1.38
Diamondback Scout,3,Normal,Kinetic resistant,Hi-Cap,149.5733,1,0.5,0.3,1.38
Diamondback Scout,3,Normal,Kinetic resistant,Thermo Block,136.8737,1,0.5,0.3,1.2696
Diamondback Scout,3,Normal,Kinetic resistant,Multi-weave,141.1069,1,0.485,0.291,1.3386
Diamondback Scout,3,Prismatic,Reinforced,Fast Charge,244.4075,1.15,0.4238,0.5085,1.017
Diamondback Scout,3,Prismatic,Reinforced,Force Block,237.0753,1,0.4175,0.4609,1.002
Diamondback Scout,3,Prismatic,Reinforced,Hi-Cap,259.0719,1,0.4175,0.501,1.002
Diamondback Scout,3,Prismatic,Reinforced,Thermo Block,237.0753,1,0.4175,0.501,0.9218
Diamondback Scout,3,Prismatic,Reinforced,Multi-weave,244.4075,1,0.405,0.486,0.9719
Diamondback Scout,3,Prismatic,Thermal resistant,Fast Charge,177.1069,1.15,0.5075,0.7308,0.609
Diamondback Scout,3,Prismatic,Thermal resistant,Force Block,171.7937,1,0.5,0.6624,0.6
Diamondback Scout,3,Prismatic,Thermal resistant,Hi-Cap,187.7333,1,0.5,0.72,0.6
Diamondback Scout,3,Prismatic,Thermal resistant,Thermo Block,171.7937,1,0.5,0.72,0.552
Diamondback Scout,3,Prismatic,Thermal resistant,Multi-weave,177.1069,1,0.485,0.6984,0.582
Diamondback Scout,3,Prismatic,Kinetic resistant,Fast Charge,177.1069,1.15,0.5075,0.3045,1.4007
Diamondback Scout,3,Prismatic,Kinetic resistant,Force Block,171.7937,1,0.5,0.276,1.38
Diamondback Scout,3,Prismatic,Kinetic resistant,Hi-Cap,187.7333,1,0.5,0.3,1.38
Diamondback Scout,3,Prismatic,Kinetic resistant,Thermo Block,171.7937,1,0.5,0.3,1.2696
Diamondback Scout,3,Prismatic,Kinetic resistant,Multi-weave,177.1069,1,0.485,0.291,1.3386
Dolphin,3,Bi-Weave,Reinforced,Fast Charge,156.5389,2.07,0.4238,0.5085,1.017
Dolphin,3,Bi-Weave,Reinforced,Force Block,151.8383,1.8,0.4175,0.4609,1.002
Dolphin,3,Bi-Weave,Reinforced,Hi-Cap,165.929,1.8,0.4175,0.501,1.002
Dolphin,3,Bi-Weave,Reinforced,Thermo Block,151.8383,1.8,0.4175,0.501,0.9218
Dolphin,3,Bi-Weave,Reinforced,Multi-weave,156.5389,1.8,0.405,0.486,0.9719
Dolphin,3,Bi-Weave,Thermal resistant,Fast Charge,113.434,2.07,0.5075,0.7308,0.609
Dolphin,3,Bi-Weave,Thermal resistant,Force Block,110.0309,1.8,0.5,0.6624,0.6
Dolphin,3,Bi-Weave,Thermal resistant,Hi-Cap,120.24,1.8,0.5,0.72,0.6
Dolphin,3,Bi-Weave,Thermal resistant,Thermo Block,110.0309,1.8,0.5,0.72,0.552
Dolphin,3,Bi-Weave,Thermal resistant,Multi-weave,113.434,1.8,0.485,0.6984,0.582
Dolphin,3,Bi-Weave,Kinetic resistant,Fast Charge,113.434,2.07,0.5075,0.3045,1.4007
Dolphin,3,Bi-Weave,Kinetic resistant,Force Block,110.0309,1.8,0.5,0.276,1.38
Dolphin,3,Bi-Weave,Kinetic resistant,Hi-Cap,120.24,1.8,0.5,0.3,1.38
